query_id,doc_id,relevance,score,topic,term1,term2,relatedness_level
q_000202,d_000582,1.0,1.0,open primaries are the most effective method of selecting candidates for elections,candidate,open primaries,high
q_000202,d_000641,1.0,1.0,opinion polls harm the democratic process,candidate,presidential election,high
q_000203,d_000095,0.7,0.7,open primaries are the most effective method of selecting candidates for elections,candidate is eliminated,candidates,high
q_000204,d_000207,0.7,0.7,democratic governments should require voters to present photo identification at the polling station,candidate or party,democratic governments,high
q_000204,d_000209,0.9,0.9,democratic governments should require voters to present photo identification at the polling station,candidate or party,democratic party,high
q_000205,d_000043,0.8,0.8,open primaries are the most effective method of selecting candidates for elections,candidates,arrow's impossibility theorem,high
q_000205,d_000095,1.0,1.0,open primaries are the most effective method of selecting candidates for elections,candidates,candidates,high
q_000205,d_000210,0.8,0.8,opinion polls harm the democratic process,candidates,democratic process,high
q_000205,d_000258,1.0,1.0,open primaries are the most effective method of selecting candidates for elections,candidates,elections,high
q_000205,d_000544,0.8,0.8,open primaries are the most effective method of selecting candidates for elections,candidates,nomination,high
q_000205,d_000582,1.0,1.0,open primaries are the most effective method of selecting candidates for elections,candidates,open primaries,high
q_000207,d_000277,0.7,0.7,wind power should be a primary focus of future energy supply,capacity,energy supply,high
q_000207,d_000411,1.0,1.0,wind power should be a primary focus of future energy supply,capacity,installed capacity,high
q_000207,d_000442,1.0,1.0,wind power should be a primary focus of future energy supply,capacity,kilowatt hour,high
q_000208,d_000277,0.8,0.8,wind power should be a primary focus of future energy supply,capacity credit,energy supply,high
q_000209,d_000277,0.8,0.8,wind power should be a primary focus of future energy supply,capacity factor,energy supply,high
q_000210,d_000277,1.0,1.0,wind power should be a primary focus of future energy supply,cape wind project,energy supply,high
q_000210,d_000701,0.9,0.9,wind power should be a primary focus of future energy supply,cape wind project,renewable energy technologies,high
q_000210,d_000887,0.8,0.8,wind power should be a primary focus of future energy supply,cape wind project,walney wind farm,high
q_000210,d_000901,0.9,0.9,wind power should be a primary focus of future energy supply,cape wind project,wind energy policy,high
q_000210,d_000903,1.0,1.0,wind power should be a primary focus of future energy supply,cape wind project,wind power,high
q_000212,d_000246,0.8,0.8,the american jobs act should be passed,capital gains taxes,economic,high
q_000216,d_000331,0.7,0.7,gambling should be banned,card,gambling,high
q_000217,d_000104,0.8,0.8,the catholic church is justified in forbidding the use of barrier methods of contraception,cardinal,catholic church,high
q_000218,d_000391,0.7,0.7,housewives should be paid for their work,care,housewives,high
q_000219,d_000391,0.9,0.9,housewives should be paid for their work,care penalty,housewives,high
q_000219,d_000594,0.8,0.8,housewives should be paid for their work,care penalty,paid work,high
q_000219,d_000909,0.7,0.7,housewives should be paid for their work,care penalty,work,high
q_000220,d_000391,1.0,1.0,housewives should be paid for their work,care work,housewives,high
q_000220,d_000594,1.0,1.0,housewives should be paid for their work,care work,paid work,high
q_000220,d_000909,1.0,1.0,housewives should be paid for their work,care work,work,high
q_000223,d_000331,1.0,1.0,gambling should be banned,casino,gambling,high
q_000223,d_000579,1.0,1.0,gambling should be banned,casino,online casinos,high
q_000223,d_000905,0.8,0.8,gambling should be banned,casino,winning numbers,high
q_000224,d_000331,1.0,1.0,gambling should be banned,casinos,gambling,high
q_000224,d_000766,1.0,1.0,gambling should be banned,casinos,slot machines,high
q_000226,d_000104,1.0,1.0,the catholic church is justified in forbidding the use of barrier methods of contraception,catholic,catholic church,high
q_000227,d_000104,1.0,1.0,the catholic church is justified in forbidding the use of barrier methods of contraception,catholic church,catholic church,high
q_000232,d_000108,1.0,1.0,google shouldn't censor its search results in china,censor,censor,high
q_000232,d_000120,0.8,0.8,google shouldn't censor its search results in china,censor,china,high
q_000232,d_000351,0.8,0.8,google shouldn't censor its search results in china,censor,google,high
q_000232,d_000738,1.0,1.0,google shouldn't censor its search results in china,censor,search results,high
q_000233,d_000326,0.9,0.9,it is sometimes right for the government to restrict freedom of speech,censored,freedom of speech,high
q_000234,d_000108,1.0,1.0,google shouldn't censor its search results in china,censorship,censor,high
q_000234,d_000120,0.9,0.9,google shouldn't censor its search results in china,censorship,china,high
q_000234,d_000326,1.0,1.0,it is sometimes right for the government to restrict freedom of speech,censorship,freedom of speech,high
q_000234,d_000351,0.7,0.7,google shouldn't censor its search results in china,censorship,google,high
q_000234,d_000354,0.9,0.9,it is sometimes right for the government to restrict freedom of speech,censorship,government,high
q_000234,d_000363,0.9,0.9,google shouldn't censor its search results in china,censorship,great firewall,high
q_000234,d_000459,0.8,0.8,the leaking of military documents by anat kamm is justified,censorship,leak,high
q_000234,d_000460,0.8,0.8,the leaking of military documents by anat kamm is justified,censorship,leaking,high
q_000234,d_000504,1.0,1.0,the leaking of military documents by anat kamm is justified,censorship,military documents,high
q_000234,d_000690,0.8,0.8,it is sometimes right for the government to restrict freedom of speech,censorship,reasonable restrictions,high
q_000234,d_000738,0.8,0.8,google shouldn't censor its search results in china,censorship,search results,high
q_000235,d_000504,0.8,0.8,the leaking of military documents by anat kamm is justified,central intelligence agency,military documents,high
q_000238,d_000331,1.0,1.0,gambling should be banned,chance,gambling,high
q_000239,d_000331,1.0,1.0,gambling should be banned,chance of winning,gambling,high
q_000242,d_000250,1.0,1.0,education should be funded using a voucher scheme,charter school,education,high
q_000242,d_000668,0.9,0.9,education should be funded using a voucher scheme,charter school,public school students,high
q_000242,d_000883,0.7,0.7,education should be funded using a voucher scheme,charter school,voucher scheme,high
q_000242,d_000884,0.8,0.8,education should be funded using a voucher scheme,charter school,voucher system,high
q_000243,d_000250,0.9,0.9,education should be funded using a voucher scheme,charter school law,education,high
q_000244,d_000250,1.0,1.0,education should be funded using a voucher scheme,charter school students,education,high
q_000244,d_000883,0.8,0.8,education should be funded using a voucher scheme,charter school students,voucher scheme,high
q_000245,d_000250,1.0,1.0,education should be funded using a voucher scheme,charter schools,education,high
q_000245,d_000646,0.9,0.9,education should be funded using a voucher scheme,charter schools,private education,high
q_000245,d_000883,0.7,0.7,education should be funded using a voucher scheme,charter schools,voucher scheme,high
q_000246,d_000714,0.7,0.7,the right to asylum should not be absolute,chief immigration officer,right to asylum,high
q_000247,d_000577,0.9,0.9,the one-child policy of china is justified,child,one child policy,high
q_000248,d_000418,0.7,0.7,all collective bargaining rights claimed by trades unions should be abolished,child labour,international labour office,high
q_000248,d_000859,0.7,0.7,all collective bargaining rights claimed by trades unions should be abolished,child labour,unskilled workers,high
q_000249,d_000507,0.7,0.7,the sale of violent video games to minors should be banned,child maltreatment,minors,high
q_000250,d_000883,1.0,1.0,education should be funded using a voucher scheme,childcare voucher scheme,voucher scheme,high
q_000251,d_000119,1.0,1.0,the one-child policy of china is justified,children,children per woman,high
q_000251,d_000313,0.9,0.9,the one-child policy of china is justified,children,fertility rate,high
q_000251,d_000577,0.9,0.9,the one-child policy of china is justified,children,one child policy,high
q_000251,d_000914,0.8,0.8,year round schooling should be introduced,children,year round schooling,high
q_000252,d_000577,1.0,1.0,the one-child policy of china is justified,children per woman,one child policy,high
q_000253,d_000108,0.8,0.8,google shouldn't censor its search results in china,china,censor,high
q_000253,d_000120,1.0,1.0,google shouldn't censor its search results in china,china,china,high
q_000253,d_000120,1.0,1.0,the one-child policy of china is justified,china,china,high
q_000253,d_000304,0.8,0.8,the one-child policy of china is justified,china,family planning programs,high
q_000253,d_000386,1.0,1.0,google shouldn't censor its search results in china,china,hong kong,high
q_000253,d_000577,1.0,1.0,the one-child policy of china is justified,china,one child policy,high
q_000253,d_000682,0.8,0.8,the one-child policy of china is justified,china,rapid population growth,high
q_000255,d_000120,1.0,1.0,the one-child policy of china is justified,chinese,china,high
q_000255,d_000337,0.7,0.7,the one-child policy of china is justified,chinese,gender imbalance,high
q_000255,d_000577,0.9,0.9,the one-child policy of china is justified,chinese,one child policy,high
q_000256,d_000108,0.8,0.8,google shouldn't censor its search results in china,chinese authorities,censor,high
q_000256,d_000120,1.0,1.0,google shouldn't censor its search results in china,chinese authorities,china,high
q_000257,d_000076,0.8,0.8,google shouldn't censor its search results in china,chinese government,block,high
q_000257,d_000108,0.9,0.9,google shouldn't censor its search results in china,chinese government,censor,high
q_000257,d_000120,1.0,1.0,google shouldn't censor its search results in china,chinese government,china,high
q_000257,d_000120,1.0,1.0,the one-child policy of china is justified,chinese government,china,high
q_000257,d_000577,0.9,0.9,the one-child policy of china is justified,chinese government,one child policy,high
q_000258,d_000108,0.9,0.9,google shouldn't censor its search results in china,chinese internet,censor,high
q_000258,d_000120,1.0,1.0,google shouldn't censor its search results in china,chinese internet,china,high
q_000258,d_000122,1.0,1.0,google shouldn't censor its search results in china,chinese internet,chinese authorities,high
